;kamera1;kamera2;kamera1_koord;kamera2_koord;distance;duration
3505;F27J;F23;46.378973739396, 20.247963372239;47.144221988453, 21.675450249618;185870;8875
3506;F27J;F24;46.378973739396, 20.247963372239;46.167056244213, 20.627359497593;57945;2437
3507;F27J;F25;46.378973739396, 20.247963372239;46.876397341333, 20.022332770319;103831;4452
3508;F27J;F26;46.378973739396, 20.247963372239;46.655024556317,21.225962687052;105853;4789
3509;F27J;F27B;46.378973739396, 20.247963372239;46.379079490009, 20.248264839326;16867;742
3510;F27J;F27J;46.378973739396, 20.247963372239;46.378973739396, 20.247963372239;0;0
3511;F27J;F28;46.378973739396, 20.247963372239;47.526258855137, 21.919988317573;244480;11790
3512;F27J;F29;46.378973739396, 20.247963372239;47.857086975049, 22.637265932974;340059;15771
3513;F27J;F30;46.378973739396, 20.247963372239;46.803526155586, 18.928004380753;152664;5858
3514;F27J;F31;46.378973739396, 20.247963372239;46.263345770897, 19.533663359931;72674;3126
3515;F27J;F32;46.378973739396, 20.247963372239;46.201513590529, 18.820681199919;133007;6101
3516;F27J;F33;46.378973739396, 20.247963372239;45.971233620929, 18.673734618994;181349;8110
3517;F27J;F34;46.378973739396, 20.247963372239;45.8784138959, 18.236275560019;217912;9423
3518;F27J;F35;46.378973739396, 20.247963372239;46.058445164555, 17.448098903741;283647;12884
3519;F27J;F36;46.378973739396, 20.247963372239;46.702458506694, 16.788524126318;397545;14045
3520;F27J;F37;46.378973739396, 20.247963372239;47.635056880418, 16.652330516763;383472;12920
3521;F27J;F38;46.378973739396, 20.247963372239;46.811901582638, 16.565857119342;430470;15502
3522;F27J;F39;46.378973739396, 20.247963372239;47.288863417887, 16.610039047667;400127;13641
3523;F27J;F40;46.378973739396, 20.247963372239;47.245496499058, 16.534248410882;404403;13835
3524;F27J;F41;46.378973739396, 20.247963372239;47.910361887547, 17.251715607309;342155;11831
3525;F27J;F42;46.378973739396, 20.247963372239;46.195044659138, 20.448144697766;40189;1924
3526;F27J;F43;46.378973739396, 20.247963372239;46.683815901125, 20.183667378285;56741;2559
3527;F27J;F45BJ;46.378973739396, 20.247963372239;47.11432337191, 17.848645761646;292060;10256
3528;F27J;F46B;46.378973739396, 20.247963372239;47.653403571486, 17.416396700878;315088;10563
3529;F27J;F46J;46.378973739396, 20.247963372239;47.653506839605, 17.416740354468;315059;10563
3530;F27J;F47B;46.378973739396, 20.247963372239;47.297160417543, 16.832093255331;377636;12643
3531;F27J;F47J;46.378973739396, 20.247963372239;47.297002459483, 16.831835285078;377663;12644
3532;F27J;F48;46.378973739396, 20.247963372239;48.0530521654, 19.0114679159;264265;9752
3533;F27J;F49;46.378973739396, 20.247963372239;48.1426427598, 19.8152150078;283526;10372
3534;F27J;F50;46.378973739396, 20.247963372239;48.0690258518, 19.2623480794;266898;9819
3535;F27J;F51;46.378973739396, 20.247963372239;48.0794121975, 19.3191435939;273027;10280
3536;F27J;F52;46.378973739396, 20.247963372239;46.7540706013, 21.4327698605;122966;5956
3537;F27J;F53;46.378973739396, 20.247963372239;46.2648471088, 21.0934356268;97871;4379
3538;F27J;F54;46.378973739396, 20.247963372239;47.3000376989, 21.5558389074;187052;9171
3539;F27J;F55;46.378973739396, 20.247963372239;47.3981145129, 19.3601850460;174845;5932
3540;F27J;F56;46.378973739396, 20.247963372239;47.4059475850, 16.5285647459;401203;14277
3541;F27J;F57;46.378973739396, 20.247963372239;47.2476159053, 16.4811625856;408507;13998
3542;F27J;F58;46.378973739396, 20.247963372239;47.348734, 19.120951;169285;5771
3543;F27J;F59;46.378973739396, 20.247963372239;47.142844, 18.531573;237089;8015
3544;F27J;Gy1B;46.378973739396, 20.247963372239;47.474802619374, 18.852435494437;200922;6867
3545;F27J;Gy1J;46.378973739396, 20.247963372239;47.471964836026, 18.858080126141;201450;6885
3546;F27J;Gy2B;46.378973739396, 20.247963372239;47.612770144674, 18.353556331481;238705;8017
3547;F27J;Gy2J;46.378973739396, 20.247963372239;47.683114431378, 18.003415637292;271689;9236
3548;F27J;Gy3B;46.378973739396, 20.247963372239;47.684437713539, 17.835527389107;279284;9333
3549;F27J;Gy3J;46.378973739396, 20.247963372239;47.6844259551, 17.83587320896;279258;9332
3550;F27J;Gy4B;46.378973739396, 20.247963372239;47.878391089477, 17.202565947927;338468;11313
3551;F27J;Gy4J;46.378973739396, 20.247963372239;47.878249198926, 17.20284198652;338442;11312
3552;F27J;Gy6B;46.378973739396, 20.247963372239;47.602227193286, 19.283884218405;198333;6684
3553;F27J;Gy6J;46.378973739396, 20.247963372239;47.593511108609, 19.210992980928;200842;6755
3554;F27J;Gy7B;46.378973739396, 20.247963372239;47.731817779639, 19.96258985111;269950;8932
3555;F27J;Gy7J;46.378973739396, 20.247963372239;47.732635548066, 19.949321966416;245246;8117
3556;F27J;Gy8B;46.378973739396, 20.247963372239;47.848589776483, 21.067835868077;336940;10896
3557;F27J;Gy8J;46.378973739396, 20.247963372239;47.861450724727, 21.043855642447;334635;10823
3558;F27J;Gy9B;46.378973739396, 20.247963372239;47.902948731815, 21.569037024339;272427;12432
3559;F27J;Gy9J;46.378973739396, 20.247963372239;47.899315872821, 21.548572633098;381258;12265
3560;F27J;Gy10B;46.378973739396, 20.247963372239;48.050402819184, 20.851648270691;339642;11000
3561;F27J;Gy10J;46.378973739396, 20.247963372239;48.048597304585, 20.852645963515;339427;10993
3562;F27J;Gy11B;46.378973739396, 20.247963372239;47.618814282026, 21.517286368554;239095;10892
3563;F27J;Gy11J;46.378973739396, 20.247963372239;47.61860051674, 21.517389377156;239120;10893
3564;F27J;Gy12B;46.378973739396, 20.247963372239;46.28526689547, 20.25356092992;17883;804
3565;F27J;Gy13B;46.378973739396, 20.247963372239;47.310577659191, 19.2720015943;168053;5661
3566;F27J;Gy13J;46.378973739396, 20.247963372239;47.310726596496, 19.271736511801;168027;5660
3567;F27J;Gy14B;46.378973739396, 20.247963372239;47.018953622415, 19.59270077956;111163;3746
3568;F27J;Gy14J;46.378973739396, 20.247963372239;47.018760105536, 19.59289269823;111137;3745
3569;F27J;Gy15B;46.378973739396, 20.247963372239;46.866126652938, 19.645370179317;93212;3170
3570;F27J;Gy15J;46.378973739396, 20.247963372239;46.866126652938, 19.645370179317;93212;3170
3571;F27J;Gy16B;46.378973739396, 20.247963372239;46.254056752729, 20.037780560567;28343;1142
3572;F27J;Gy16J;46.378973739396, 20.247963372239;46.254289780273, 20.037809455218;28317;1141
3573;F27J;Gy17B;46.378973739396, 20.247963372239;47.354805101314, 18.903312087371;187356;6312
3574;F27J;Gy17J;46.378973739396, 20.247963372239;47.354584280523, 18.903248756673;187381;6313
3575;F27J;Gy18B;46.378973739396, 20.247963372239;47.062438439262, 18.883476038175;180883;6811
3576;F27J;Gy18J;46.378973739396, 20.247963372239;47.062224216813, 18.883576090608;180858;6811
3577;F27J;Gy19B;46.378973739396, 20.247963372239;46.445983362048, 18.706391141658;162760;7168
3578;F27J;Gy19J;46.378973739396, 20.247963372239;46.445546354166, 18.706516762083;162711;7167
3579;F27J;Gy20B;46.378973739396, 20.247963372239;46.063865148399, 18.579774412582;180534;7936
3580;F27J;Gy20J;46.378973739396, 20.247963372239;46.063700607621, 18.579535592077;180508;7935
3581;F27J;Gy21B;46.378973739396, 20.247963372239;47.423027828361, 18.886551751725;191995;6533
3582;F27J;Gy21J;46.378973739396, 20.247963372239;47.343748133722, 18.791711071512;204106;6910
3583;F27J;Gy22B;46.378973739396, 20.247963372239;47.031256467729, 18.270258885827;253927;8416
3584;F27J;Gy22J;46.378973739396, 20.247963372239;47.031397673561, 18.270531556193;253901;8415
3585;F27J;Gy23B;46.378973739396, 20.247963372239;46.810132410668, 17.83695083105;303900;10042
3586;F27J;Gy23J;46.378973739396, 20.247963372239;46.881273600414, 17.985593118956;282449;9301
3587;F27J;Gy24B;46.378973739396, 20.247963372239;46.682081838166, 17.370049702348;344491;11326
3588;F27J;Gy24J;46.378973739396, 20.247963372239;46.685347295949, 17.387656451782;345889;11370
3589;F27J;Gy25B;46.378973739396, 20.247963372239;46.44171667261, 16.810656899812;396419;12979
3590;F27J;Gy25J;46.378973739396, 20.247963372239;46.441965611122, 16.811198315858;396369;12977
3591;F27J;Gy26B;46.378973739396, 20.247963372239;46.908495716101, 18.939777323335;160914;6174
3592;F27J;Gy26J;46.378973739396, 20.247963372239;46.908565366842, 18.939424208168;160942;6175
3593;F27J;Gy27J;46.378973739396, 20.247963372239;46.351813245779, 18.886396647804;143619;6515
3594;F27J;Gy28B;46.378973739396, 20.247963372239;47.246161, 18.649078;230233;7769
3595;F27J;Gy28J;46.378973739396, 20.247963372239;47.246194, 18.648449;215651;7222
3596;F27J;Gy29B;46.378973739396, 20.247963372239;47.690797, 17.522883;328149;11019
3597;F27J;Gy30B;46.378973739396, 20.247963372239;47.615748, 19.346989;196830;6617
3598;F27J;Gy31B;46.378973739396, 20.247963372239;47.671580, 19.634506;220018;7345
3599;F27J;Gy31J;46.378973739396, 20.247963372239;47.671580, 19.634506;220018;7345
3600;F27J;Gy32B;46.378973739396, 20.247963372239;47.361165, 19.219698;163836;5513
3601;F27J;Gy32J;46.378973739396, 20.247963372239;47.362003, 19.222118;160719;5357
3602;F27J;Gy33B;46.378973739396, 20.247963372239;47.598917, 19.126993;202489;6886
3603;F27J;Gy33J;46.378973739396, 20.247963372239;47.588365, 19.143022;198282;6667
3604;F27J;Gy34B;46.378973739396, 20.247963372239;47.9170992883, 17.1225847247;351683;11978
3605;F27J;Gy34J;46.378973739396, 20.247963372239;47.9105799674, 17.1336359154;344850;11528
3606;F27J;Gy35B;46.378973739396, 20.247963372239;46.2165172448, 20.7363822270;62852;2946
3607;F27J;Gy35J;46.378973739396, 20.247963372239;46.2154648690, 20.7062448209;54518;2053
3608;F27J;Gy36B;46.378973739396, 20.247963372239;46.5109208466, 16.5523413490;444722;14721
3609;F27J;Gy36J;46.378973739396, 20.247963372239;46.5110973558, 16.5519989224;421855;13843
3610;F27J;Gy37B;46.378973739396, 20.247963372239;47.6932, 19.1723;221521;7533
3611;F27J;Gy37J;46.378973739396, 20.247963372239;47.643, 19.1646;205617;6942
3612;F28;F1;47.526258855137, 21.919988317573;47.736861467104, 18.369289524965;315277;13177
3613;F28;F2;47.526258855137, 21.919988317573;47.725765423977, 18.046694497329;375416;13533
3614;F28;F3;47.526258855137, 21.919988317573;47.884396938888, 17.241676802774;442562;15841
3615;F28;F4;47.526258855137, 21.919988317573;47.934507652422, 19.139606641347;288629;10793
3616;F28;F5;47.526258855137, 21.919988317573;48.437441677622, 21.183738300599;177562;7005
3617;F28;F6;47.526258855137, 21.919988317573;47.152434273387, 20.196192733715;150518;7338
3618;F28;F7;47.526258855137, 21.919988317573;48.343852343168, 22.129595653448;113653;5899
3619;F28;F8;47.526258855137, 21.919988317573;46.231269471029, 20.081542735727;258388;12545
3620;F28;F9;47.526258855137, 21.919988317573;45.967191886124, 17.524083222114;516886;19023
3621;F28;F10;47.526258855137, 21.919988317573;46.437667890627, 16.747927021544;504632;17498
3622;F28;F11;47.526258855137, 21.919988317573;46.974156304231, 16.379539316509;544127;19540
3623;F28;F12;47.526258855137, 21.919988317573;47.82243068262, 18.98717170425;281001;10414
3624;F28;F13;47.526258855137, 21.919988317573;47.683196594979, 18.097306861786;363518;12909
3625;F28;F14;47.526258855137, 21.919988317573;47.745363022052, 17.647400881226;399064;14217
3626;F28;F15;47.526258855137, 21.919988317573;48.031849194332, 19.807710583946;245190;9399
3627;F28;F16;47.526258855137, 21.919988317573;48.25793719325, 20.350423487823;183879;8653
3628;F28;F17;47.526258855137, 21.919988317573;48.293129223365, 20.448498019056;170563;7859
3629;F28;F18;47.526258855137, 21.919988317573;47.60481625158, 20.779148307593;93377;4786
3630;F28;F19;47.526258855137, 21.919988317573;47.913879672699, 21.073258954162;92238;4355
3631;F28;F20;47.526258855137, 21.919988317573;48.376345640262, 21.633176054916;147610;7588
3632;F28;F21;47.526258855137, 21.919988317573;48.066597247215, 21.53206912197;92197;4759
3633;F28;F22;47.526258855137, 21.919988317573;48.089160008212, 22.27659217874;87864;4322
3634;F28;F23;47.526258855137, 21.919988317573;47.144221988453, 21.675450249618;58145;3294
3635;F28;F24;47.526258855137, 21.919988317573;46.167056244213, 20.627359497593;236368;12013
3636;F28;F25;47.526258855137, 21.919988317573;46.876397341333, 20.022332770319;192383;9468
3637;F28;F26;47.526258855137, 21.919988317573;46.655024556317,21.225962687052;156003;7694
3638;F28;F27B;47.526258855137, 21.919988317573;46.379079490009, 20.248264839326;231313;11226
3639;F28;F27J;47.526258855137, 21.919988317573;46.378973739396, 20.247963372239;231339;11227
3640;F28;F28;47.526258855137, 21.919988317573;47.526258855137, 21.919988317573;0;0
3641;F28;F29;47.526258855137, 21.919988317573;47.857086975049, 22.637265932974;95089;5570
3642;F28;F30;47.526258855137, 21.919988317573;46.803526155586, 18.928004380753;358279;12856
3643;F28;F31;47.526258855137, 21.919988317573;46.263345770897, 19.533663359931;304013;14353
3644;F28;F32;47.526258855137, 21.919988317573;46.201513590529, 18.820681199919;440457;15191
3645;F28;F33;47.526258855137, 21.919988317573;45.971233620929, 18.673734618994;467733;16077
3646;F28;F34;47.526258855137, 21.919988317573;45.8784138959, 18.236275560019;504296;17390
3647;F28;F35;47.526258855137, 21.919988317573;46.058445164555, 17.448098903741;514479;18977
3648;F28;F36;47.526258855137, 21.919988317573;46.702458506694, 16.788524126318;500226;18179
3649;F28;F37;47.526258855137, 21.919988317573;47.635056880418, 16.652330516763;486153;17054
3650;F28;F38;47.526258855137, 21.919988317573;46.811901582638, 16.565857119342;533150;19636
3651;F28;F39;47.526258855137, 21.919988317573;47.288863417887, 16.610039047667;502807;17775
3652;F28;F40;47.526258855137, 21.919988317573;47.245496499058, 16.534248410882;507083;17969
3653;F28;F41;47.526258855137, 21.919988317573;47.910361887547, 17.251715607309;444836;15965
3654;F28;F42;47.526258855137, 21.919988317573;46.195044659138, 20.448144697766;233162;11902
3655;F28;F43;47.526258855137, 21.919988317573;46.683815901125, 20.183667378285;198177;10197
3656;F28;F45BJ;47.526258855137, 21.919988317573;47.11432337191, 17.848645761646;394741;14390
3657;F28;F46B;47.526258855137, 21.919988317573;47.653403571486, 17.416396700878;417768;14697
3658;F28;F46J;47.526258855137, 21.919988317573;47.653506839605, 17.416740354468;417740;14696
3659;F28;F47B;47.526258855137, 21.919988317573;47.297160417543, 16.832093255331;480317;16777
3660;F28;F47J;47.526258855137, 21.919988317573;47.297002459483, 16.831835285078;480343;16778
3661;F28;F48;47.526258855137, 21.919988317573;48.0530521654, 19.0114679159;307100;11787
3662;F28;F49;47.526258855137, 21.919988317573;48.1426427598, 19.8152150078;258270;10187
3663;F28;F50;47.526258855137, 21.919988317573;48.0690258518, 19.2623480794;268261;11237
3664;F28;F51;47.526258855137, 21.919988317573;48.0794121975, 19.3191435939;266603;10797
3665;F28;F52;47.526258855137, 21.919988317573;46.7540706013, 21.4327698605;136977;6849
3666;F28;F53;47.526258855137, 21.919988317573;46.2648471088, 21.0934356268;205039;10647
3667;F28;F54;47.526258855137, 21.919988317573;47.3000376989, 21.5558389074;63535;2913
3668;F28;F55;47.526258855137, 21.919988317573;47.3981145129, 19.3601850460;258183;9415
3669;F28;F56;47.526258855137, 21.919988317573;47.4059475850, 16.5285647459;503884;18411
3670;F28;F57;47.526258855137, 21.919988317573;47.2476159053, 16.4811625856;511188;18132
3671;F28;F58;47.526258855137, 21.919988317573;47.348734, 19.120951;271965;9905
3672;F28;F59;47.526258855137, 21.919988317573;47.142844, 18.531573;339770;12149
3673;F28;Gy1B;47.526258855137, 21.919988317573;47.474802619374, 18.852435494437;303602;11000
3674;F28;Gy1J;47.526258855137, 21.919988317573;47.471964836026, 18.858080126141;304131;11018
3675;F28;Gy2B;47.526258855137, 21.919988317573;47.612770144674, 18.353556331481;341385;12151
3676;F28;Gy2J;47.526258855137, 21.919988317573;47.683114431378, 18.003415637292;374370;13369
3677;F28;Gy3B;47.526258855137, 21.919988317573;47.684437713539, 17.835527389107;381965;13467
3678;F28;Gy3J;47.526258855137, 21.919988317573;47.6844259551, 17.83587320896;381939;13466
3679;F28;Gy4B;47.526258855137, 21.919988317573;47.878391089477, 17.202565947927;441149;15447
3680;F28;Gy4J;47.526258855137, 21.919988317573;47.878249198926, 17.20284198652;441123;15446
3681;F28;Gy6B;47.526258855137, 21.919988317573;47.602227193286, 19.283884218405;228741;8276
3682;F28;Gy6J;47.526258855137, 21.919988317573;47.593511108609, 19.210992980928;234610;8462
3683;F28;Gy7B;47.526258855137, 21.919988317573;47.731817779639, 19.96258985111;174250;6568
3684;F28;Gy7J;47.526258855137, 21.919988317573;47.732635548066, 19.949321966416;175250;6599
3685;F28;Gy8B;47.526258855137, 21.919988317573;47.848589776483, 21.067835868077;83562;3793
3686;F28;Gy8J;47.526258855137, 21.919988317573;47.861450724727, 21.043855642447;108425;4625
3687;F28;Gy9B;47.526258855137, 21.919988317573;47.902948731815, 21.569037024339;74358;3780
3688;F28;Gy9J;47.526258855137, 21.919988317573;47.899315872821, 21.548572633098;82249;4188
3689;F28;Gy10B;47.526258855137, 21.919988317573;48.050402819184, 20.851648270691;122524;5025
3690;F28;Gy10J;47.526258855137, 21.919988317573;48.048597304585, 20.852645963515;122310;5018
3691;F28;Gy11B;47.526258855137, 21.919988317573;47.618814282026, 21.517286368554;49345;2783
3692;F28;Gy11J;47.526258855137, 21.919988317573;47.61860051674, 21.517389377156;49370;2784
3693;F28;Gy12B;47.526258855137, 21.919988317573;46.28526689547, 20.25356092992;246026;12009
3694;F28;Gy13B;47.526258855137, 21.919988317573;47.310577659191, 19.2720015943;270010;9744
3695;F28;Gy13J;47.526258855137, 21.919988317573;47.310726596496, 19.271736511801;269984;9744
3696;F28;Gy14B;47.526258855137, 21.919988317573;47.018953622415, 19.59270077956;214101;10216
3697;F28;Gy14J;47.526258855137, 21.919988317573;47.018760105536, 19.59289269823;214127;10217
3698;F28;Gy15B;47.526258855137, 21.919988317573;46.866126652938, 19.645370179317;237431;11035
3699;F28;Gy15J;47.526258855137, 21.919988317573;46.866126652938, 19.645370179317;237431;11035
3700;F28;Gy16B;47.526258855137, 21.919988317573;46.254056752729, 20.037780560567;259682;12369
3701;F28;Gy16J;47.526258855137, 21.919988317573;46.254289780273, 20.037809455218;259656;12368
