kamera1;kamera2;kamera1_koord;kamera2_koord
Gy28B;Gy14J;47.246161, 18.649078;47.018760105536, 19.59289269823
Gy28B;Gy15B;47.246161, 18.649078;46.866126652938, 19.645370179317
Gy28B;Gy15J;47.246161, 18.649078;46.866126652938, 19.645370179317
Gy28B;Gy17B;47.246161, 18.649078;47.354805101314, 18.903312087371
Gy28B;Gy17J;47.246161, 18.649078;47.354584280523, 18.903248756673
Gy28B;Gy18B;47.246161, 18.649078;47.062438439262, 18.883476038175
Gy28B;Gy18J;47.246161, 18.649078;47.062224216813, 18.883576090608
Gy28B;Gy19B;47.246161, 18.649078;46.445983362048, 18.706391141658
Gy28B;Gy19J;47.246161, 18.649078;46.445546354166, 18.706516762083
Gy28B;Gy1B;47.246161, 18.649078;47.474802619374, 18.852435494437
Gy28B;Gy1J;47.246161, 18.649078;47.471964836026, 18.858080126141
Gy28B;Gy21B;47.246161, 18.649078;47.423027828361, 18.886551751725
Gy28B;Gy21J;47.246161, 18.649078;47.343748133722, 18.791711071512
Gy28B;Gy22B;47.246161, 18.649078;47.031256467729, 18.270258885827
Gy28B;Gy22J;47.246161, 18.649078;47.031397673561, 18.270531556193
Gy28B;Gy23J;47.246161, 18.649078;46.881273600414, 17.985593118956
Gy28B;Gy24B;47.246161, 18.649078;46.682081838166, 17.370049702348
Gy28B;Gy25J;47.246161, 18.649078;46.441965611122, 16.811198315858
Gy28B;Gy26B;47.246161, 18.649078;46.908495716101, 18.939777323335
Gy28B;Gy26J;47.246161, 18.649078;46.908565366842, 18.939424208168
Gy28B;Gy28B;47.246161, 18.649078;47.246161, 18.649078
Gy28B;Gy28J;47.246161, 18.649078;47.246194, 18.648449
Gy28B;Gy2B;47.246161, 18.649078;47.612770144674, 18.353556331481
Gy28B;Gy2J;47.246161, 18.649078;47.683114431378, 18.003415637292
Gy28B;Gy30B;47.246161, 18.649078;47.615748, 19.346989
Gy28B;Gy31B;47.246161, 18.649078;47.671580, 19.634506
Gy28B;Gy31J;47.246161, 18.649078;47.671580, 19.634506
Gy28B;Gy32B;47.246161, 18.649078;47.361165, 19.219698
Gy28B;Gy32J;47.246161, 18.649078;47.362003, 19.222118
Gy28B;Gy34J;47.246161, 18.649078;47.9105799674, 17.1336359154
Gy28B;Gy35J;47.246161, 18.649078;46.2154648690, 20.7062448209
Gy28B;Gy36B;47.246161, 18.649078;46.5109208466, 16.5523413490
Gy28B;Gy36J;47.246161, 18.649078;46.5110973558, 16.5519989224
Gy28B;Gy37J;47.246161, 18.649078;47.643, 19.1646
Gy28B;Gy3J;47.246161, 18.649078;47.6844259551, 17.83587320896
Gy28B;Gy6J;47.246161, 18.649078;47.593511108609, 19.210992980928
Gy28B;Gy7B;47.246161, 18.649078;47.731817779639, 19.96258985111
Gy28B;Gy7J;47.246161, 18.649078;47.732635548066, 19.949321966416
Gy28B;Gy8J;47.246161, 18.649078;47.861450724727, 21.043855642447
Gy28B;Gy9B;47.246161, 18.649078;47.902948731815, 21.569037024339
Gy28B;Gy9J;47.246161, 18.649078;47.899315872821, 21.548572633098
Gy28J;F1;47.246194, 18.648449;47.736861467104, 18.369289524965
Gy28J;F10;47.246194, 18.648449;46.437667890627, 16.747927021544
Gy28J;F11;47.246194, 18.648449;46.974156304231, 16.379539316509
Gy28J;F13;47.246194, 18.648449;47.683196594979, 18.097306861786
Gy28J;F14;47.246194, 18.648449;47.745363022052, 17.647400881226
Gy28J;F17;47.246194, 18.648449;48.293129223365, 20.448498019056
Gy28J;F2;47.246194, 18.648449;47.725765423977, 18.046694497329
Gy28J;F21;47.246194, 18.648449;48.066597247215, 21.53206912197
Gy28J;F3;47.246194, 18.648449;47.884396938888, 17.241676802774
Gy28J;F30;47.246194, 18.648449;46.803526155586, 18.928004380753
Gy28J;F32;47.246194, 18.648449;46.201513590529, 18.820681199919
Gy28J;F33;47.246194, 18.648449;45.971233620929, 18.673734618994
Gy28J;F34;47.246194, 18.648449;45.8784138959, 18.236275560019
Gy28J;F35;47.246194, 18.648449;46.058445164555, 17.448098903741
Gy28J;F36;47.246194, 18.648449;46.702458506694, 16.788524126318
Gy28J;F37;47.246194, 18.648449;47.635056880418, 16.652330516763
Gy28J;F38;47.246194, 18.648449;46.811901582638, 16.565857119342
Gy28J;F39;47.246194, 18.648449;47.288863417887, 16.610039047667
Gy28J;F40;47.246194, 18.648449;47.245496499058, 16.534248410882
Gy28J;F41;47.246194, 18.648449;47.910361887547, 17.251715607309
Gy28J;F45BJ;47.246194, 18.648449;47.11432337191, 17.848645761646
Gy28J;F46B;47.246194, 18.648449;47.653403571486, 17.416396700878
Gy28J;F46J;47.246194, 18.648449;47.653506839605, 17.416740354468
Gy28J;F47B;47.246194, 18.648449;47.297160417543, 16.832093255331
Gy28J;F47J;47.246194, 18.648449;47.297002459483, 16.831835285078
Gy28J;F48;47.246194, 18.648449;48.0530521654, 19.0114679159
Gy28J;F55;47.246194, 18.648449;47.3981145129, 19.3601850460
Gy28J;F56;47.246194, 18.648449;47.4059475850, 16.5285647459
Gy28J;F57;47.246194, 18.648449;47.2476159053, 16.4811625856
Gy28J;F58;47.246194, 18.648449;47.348734, 19.120951
Gy28J;F59;47.246194, 18.648449;47.142844, 18.531573
Gy28J;F9;47.246194, 18.648449;45.967191886124, 17.524083222114
Gy28J;Gy13B;47.246194, 18.648449;47.310577659191, 19.2720015943
Gy28J;Gy13J;47.246194, 18.648449;47.310726596496, 19.271736511801
Gy28J;Gy14J;47.246194, 18.648449;47.018760105536, 19.59289269823
Gy28J;Gy15J;47.246194, 18.648449;46.866126652938, 19.645370179317
Gy28J;Gy17B;47.246194, 18.648449;47.354805101314, 18.903312087371
Gy28J;Gy17J;47.246194, 18.648449;47.354584280523, 18.903248756673
Gy28J;Gy18B;47.246194, 18.648449;47.062438439262, 18.883476038175
Gy28J;Gy18J;47.246194, 18.648449;47.062224216813, 18.883576090608
Gy28J;Gy19B;47.246194, 18.648449;46.445983362048, 18.706391141658
Gy28J;Gy19J;47.246194, 18.648449;46.445546354166, 18.706516762083
Gy28J;Gy1B;47.246194, 18.648449;47.474802619374, 18.852435494437
Gy28J;Gy1J;47.246194, 18.648449;47.471964836026, 18.858080126141
Gy28J;Gy20B;47.246194, 18.648449;46.063865148399, 18.579774412582
Gy28J;Gy20J;47.246194, 18.648449;46.063700607621, 18.579535592077
Gy28J;Gy21B;47.246194, 18.648449;47.423027828361, 18.886551751725
Gy28J;Gy21J;47.246194, 18.648449;47.343748133722, 18.791711071512
Gy28J;Gy22B;47.246194, 18.648449;47.031256467729, 18.270258885827
Gy28J;Gy22J;47.246194, 18.648449;47.031397673561, 18.270531556193
Gy28J;Gy23B;47.246194, 18.648449;46.810132410668, 17.83695083105
Gy28J;Gy23J;47.246194, 18.648449;46.881273600414, 17.985593118956
Gy28J;Gy24B;47.246194, 18.648449;46.682081838166, 17.370049702348
Gy28J;Gy24J;47.246194, 18.648449;46.685347295949, 17.387656451782
Gy28J;Gy25B;47.246194, 18.648449;46.44171667261, 16.810656899812
Gy28J;Gy25J;47.246194, 18.648449;46.441965611122, 16.811198315858
Gy28J;Gy26B;47.246194, 18.648449;46.908495716101, 18.939777323335
Gy28J;Gy26J;47.246194, 18.648449;46.908565366842, 18.939424208168
Gy28J;Gy27J;47.246194, 18.648449;46.351813245779, 18.886396647804
Gy28J;Gy28B;47.246194, 18.648449;47.246161, 18.649078
Gy28J;Gy28J;47.246194, 18.648449;47.246194, 18.648449
Gy28J;Gy29B;47.246194, 18.648449;47.690797, 17.522883
Gy28J;Gy2B;47.246194, 18.648449;47.612770144674, 18.353556331481
Gy28J;Gy2J;47.246194, 18.648449;47.683114431378, 18.003415637292
Gy28J;Gy30B;47.246194, 18.648449;47.615748, 19.346989
Gy28J;Gy31B;47.246194, 18.648449;47.671580, 19.634506
Gy28J;Gy31J;47.246194, 18.648449;47.671580, 19.634506
Gy28J;Gy32B;47.246194, 18.648449;47.361165, 19.219698
Gy28J;Gy32J;47.246194, 18.648449;47.362003, 19.222118
Gy28J;Gy34B;47.246194, 18.648449;47.9170992883, 17.1225847247
Gy28J;Gy34J;47.246194, 18.648449;47.9105799674, 17.1336359154
Gy28J;Gy35J;47.246194, 18.648449;46.2154648690, 20.7062448209
Gy28J;Gy36B;47.246194, 18.648449;46.5109208466, 16.5523413490
Gy28J;Gy36J;47.246194, 18.648449;46.5110973558, 16.5519989224
Gy28J;Gy37J;47.246194, 18.648449;47.643, 19.1646
Gy28J;Gy3B;47.246194, 18.648449;47.684437713539, 17.835527389107
Gy28J;Gy3J;47.246194, 18.648449;47.6844259551, 17.83587320896
Gy28J;Gy4B;47.246194, 18.648449;47.878391089477, 17.202565947927
Gy28J;Gy6J;47.246194, 18.648449;47.593511108609, 19.210992980928
Gy28J;Gy7J;47.246194, 18.648449;47.732635548066, 19.949321966416
Gy29B;F1;47.690797, 17.522883;47.736861467104, 18.369289524965
Gy29B;F10;47.690797, 17.522883;46.437667890627, 16.747927021544
Gy29B;F11;47.690797, 17.522883;46.974156304231, 16.379539316509
Gy29B;F13;47.690797, 17.522883;47.683196594979, 18.097306861786
Gy29B;F14;47.690797, 17.522883;47.745363022052, 17.647400881226
Gy29B;F17;47.690797, 17.522883;48.293129223365, 20.448498019056
Gy29B;F2;47.690797, 17.522883;47.725765423977, 18.046694497329
Gy29B;F23;47.690797, 17.522883;47.144221988453, 21.675450249618
Gy29B;F25;47.690797, 17.522883;46.876397341333, 20.022332770319
Gy29B;F26;47.690797, 17.522883;46.655024556317,21.225962687052
Gy29B;F27B;47.690797, 17.522883;46.379079490009, 20.248264839326
Gy29B;F27J;47.690797, 17.522883;46.378973739396, 20.247963372239
Gy29B;F3;47.690797, 17.522883;47.884396938888, 17.241676802774
Gy29B;F30;47.690797, 17.522883;46.803526155586, 18.928004380753
Gy29B;F31;47.690797, 17.522883;46.263345770897, 19.533663359931
Gy29B;F32;47.690797, 17.522883;46.201513590529, 18.820681199919
Gy29B;F33;47.690797, 17.522883;45.971233620929, 18.673734618994
Gy29B;F34;47.690797, 17.522883;45.8784138959, 18.236275560019
Gy29B;F35;47.690797, 17.522883;46.058445164555, 17.448098903741
Gy29B;F36;47.690797, 17.522883;46.702458506694, 16.788524126318
Gy29B;F37;47.690797, 17.522883;47.635056880418, 16.652330516763
Gy29B;F38;47.690797, 17.522883;46.811901582638, 16.565857119342
Gy29B;F39;47.690797, 17.522883;47.288863417887, 16.610039047667
Gy29B;F40;47.690797, 17.522883;47.245496499058, 16.534248410882
Gy29B;F41;47.690797, 17.522883;47.910361887547, 17.251715607309
Gy29B;F45BJ;47.690797, 17.522883;47.11432337191, 17.848645761646
Gy29B;F46B;47.690797, 17.522883;47.653403571486, 17.416396700878
Gy29B;F46J;47.690797, 17.522883;47.653506839605, 17.416740354468
Gy29B;F47B;47.690797, 17.522883;47.297160417543, 16.832093255331
Gy29B;F47J;47.690797, 17.522883;47.297002459483, 16.831835285078
Gy29B;F48;47.690797, 17.522883;48.0530521654, 19.0114679159
Gy29B;F55;47.690797, 17.522883;47.3981145129, 19.3601850460
Gy29B;F56;47.690797, 17.522883;47.4059475850, 16.5285647459
Gy29B;F57;47.690797, 17.522883;47.2476159053, 16.4811625856
Gy29B;F58;47.690797, 17.522883;47.348734, 19.120951
Gy29B;F59;47.690797, 17.522883;47.142844, 18.531573
Gy29B;F9;47.690797, 17.522883;45.967191886124, 17.524083222114
Gy29B;Gy10B;47.690797, 17.522883;48.050402819184, 20.851648270691
Gy29B;Gy12B;47.690797, 17.522883;46.28526689547, 20.25356092992
Gy29B;Gy13B;47.690797, 17.522883;47.310577659191, 19.2720015943
Gy29B;Gy13J;47.690797, 17.522883;47.310726596496, 19.271736511801
Gy29B;Gy14J;47.690797, 17.522883;47.018760105536, 19.59289269823
Gy29B;Gy15B;47.690797, 17.522883;46.866126652938, 19.645370179317
Gy29B;Gy15J;47.690797, 17.522883;46.866126652938, 19.645370179317
Gy29B;Gy16J;47.690797, 17.522883;46.254289780273, 20.037809455218
Gy29B;Gy17B;47.690797, 17.522883;47.354805101314, 18.903312087371
Gy29B;Gy17J;47.690797, 17.522883;47.354584280523, 18.903248756673
Gy29B;Gy18B;47.690797, 17.522883;47.062438439262, 18.883476038175
Gy29B;Gy18J;47.690797, 17.522883;47.062224216813, 18.883576090608
Gy29B;Gy19B;47.690797, 17.522883;46.445983362048, 18.706391141658
Gy29B;Gy19J;47.690797, 17.522883;46.445546354166, 18.706516762083
Gy29B;Gy1B;47.690797, 17.522883;47.474802619374, 18.852435494437
Gy29B;Gy1J;47.690797, 17.522883;47.471964836026, 18.858080126141
Gy29B;Gy20B;47.690797, 17.522883;46.063865148399, 18.579774412582
Gy29B;Gy20J;47.690797, 17.522883;46.063700607621, 18.579535592077
Gy29B;Gy21B;47.690797, 17.522883;47.423027828361, 18.886551751725
Gy29B;Gy21J;47.690797, 17.522883;47.343748133722, 18.791711071512
Gy29B;Gy22B;47.690797, 17.522883;47.031256467729, 18.270258885827
Gy29B;Gy22J;47.690797, 17.522883;47.031397673561, 18.270531556193
Gy29B;Gy23B;47.690797, 17.522883;46.810132410668, 17.83695083105
Gy29B;Gy23J;47.690797, 17.522883;46.881273600414, 17.985593118956
Gy29B;Gy24B;47.690797, 17.522883;46.682081838166, 17.370049702348
Gy29B;Gy24J;47.690797, 17.522883;46.685347295949, 17.387656451782
Gy29B;Gy25J;47.690797, 17.522883;46.441965611122, 16.811198315858
Gy29B;Gy26B;47.690797, 17.522883;46.908495716101, 18.939777323335
Gy29B;Gy26J;47.690797, 17.522883;46.908565366842, 18.939424208168
Gy29B;Gy27J;47.690797, 17.522883;46.351813245779, 18.886396647804
Gy29B;Gy28B;47.690797, 17.522883;47.246161, 18.649078
Gy29B;Gy28J;47.690797, 17.522883;47.246194, 18.648449
Gy29B;Gy29B;47.690797, 17.522883;47.690797, 17.522883
Gy29B;Gy2B;47.690797, 17.522883;47.612770144674, 18.353556331481
Gy29B;Gy2J;47.690797, 17.522883;47.683114431378, 18.003415637292
Gy29B;Gy31B;47.690797, 17.522883;47.671580, 19.634506
Gy29B;Gy31J;47.690797, 17.522883;47.671580, 19.634506
Gy29B;Gy32B;47.690797, 17.522883;47.361165, 19.219698
Gy29B;Gy32J;47.690797, 17.522883;47.362003, 19.222118
Gy29B;Gy34B;47.690797, 17.522883;47.9170992883, 17.1225847247
Gy29B;Gy34J;47.690797, 17.522883;47.9105799674, 17.1336359154
Gy29B;Gy35B;47.690797, 17.522883;46.2165172448, 20.7363822270
Gy29B;Gy35J;47.690797, 17.522883;46.2154648690, 20.7062448209
Gy29B;Gy36B;47.690797, 17.522883;46.5109208466, 16.5523413490
Gy29B;Gy36J;47.690797, 17.522883;46.5110973558, 16.5519989224
Gy29B;Gy37J;47.690797, 17.522883;47.643, 19.1646
Gy29B;Gy3B;47.690797, 17.522883;47.684437713539, 17.835527389107
Gy29B;Gy3J;47.690797, 17.522883;47.6844259551, 17.83587320896
Gy29B;Gy4B;47.690797, 17.522883;47.878391089477, 17.202565947927
Gy29B;Gy6J;47.690797, 17.522883;47.593511108609, 19.210992980928
Gy29B;Gy7J;47.690797, 17.522883;47.732635548066, 19.949321966416
Gy29B;Gy8J;47.690797, 17.522883;47.861450724727, 21.043855642447
Gy2B;F1;47.612770144674, 18.353556331481;47.736861467104, 18.369289524965
Gy2B;F12;47.612770144674, 18.353556331481;47.82243068262, 18.98717170425
Gy2B;F13;47.612770144674, 18.353556331481;47.683196594979, 18.097306861786
Gy2B;F14;47.612770144674, 18.353556331481;47.745363022052, 17.647400881226
Gy2B;F15;47.612770144674, 18.353556331481;48.031849194332, 19.807710583946
Gy2B;F2;47.612770144674, 18.353556331481;47.725765423977, 18.046694497329
Gy2B;F23;47.612770144674, 18.353556331481;47.144221988453, 21.675450249618
Gy2B;F25;47.612770144674, 18.353556331481;46.876397341333, 20.022332770319
Gy2B;F26;47.612770144674, 18.353556331481;46.655024556317,21.225962687052
Gy2B;F3;47.612770144674, 18.353556331481;47.884396938888, 17.241676802774
Gy2B;F31;47.612770144674, 18.353556331481;46.263345770897, 19.533663359931
Gy2B;F33;47.612770144674, 18.353556331481;45.971233620929, 18.673734618994
Gy2B;F36;47.612770144674, 18.353556331481;46.702458506694, 16.788524126318
Gy2B;F37;47.612770144674, 18.353556331481;47.635056880418, 16.652330516763
Gy2B;F41;47.612770144674, 18.353556331481;47.910361887547, 17.251715607309
Gy2B;F42;47.612770144674, 18.353556331481;46.195044659138, 20.448144697766
Gy2B;F43;47.612770144674, 18.353556331481;46.683815901125, 20.183667378285
Gy2B;F45BJ;47.612770144674, 18.353556331481;47.11432337191, 17.848645761646
Gy2B;F46B;47.612770144674, 18.353556331481;47.653403571486, 17.416396700878
Gy2B;F46J;47.612770144674, 18.353556331481;47.653506839605, 17.416740354468
Gy2B;F47B;47.612770144674, 18.353556331481;47.297160417543, 16.832093255331
Gy2B;F48;47.612770144674, 18.353556331481;48.0530521654, 19.0114679159
Gy2B;F54;47.612770144674, 18.353556331481;47.3000376989, 21.5558389074
Gy2B;F55;47.612770144674, 18.353556331481;47.3981145129, 19.3601850460
Gy2B;F58;47.612770144674, 18.353556331481;47.348734, 19.120951
Gy2B;F59;47.612770144674, 18.353556331481;47.142844, 18.531573
Gy2B;F6;47.612770144674, 18.353556331481;47.152434273387, 20.196192733715
Gy2B;F7;47.612770144674, 18.353556331481;48.343852343168, 22.129595653448
Gy2B;Gy10J;47.612770144674, 18.353556331481;48.048597304585, 20.852645963515
Gy2B;Gy11B;47.612770144674, 18.353556331481;47.618814282026, 21.517286368554
Gy2B;Gy12B;47.612770144674, 18.353556331481;46.28526689547, 20.25356092992
Gy2B;Gy13B;47.612770144674, 18.353556331481;47.310577659191, 19.2720015943
Gy2B;Gy13J;47.612770144674, 18.353556331481;47.310726596496, 19.271736511801
Gy2B;Gy14B;47.612770144674, 18.353556331481;47.018953622415, 19.59270077956
Gy2B;Gy14J;47.612770144674, 18.353556331481;47.018760105536, 19.59289269823
Gy2B;Gy15B;47.612770144674, 18.353556331481;46.866126652938, 19.645370179317
Gy2B;Gy15J;47.612770144674, 18.353556331481;46.866126652938, 19.645370179317
Gy2B;Gy16J;47.612770144674, 18.353556331481;46.254289780273, 20.037809455218
Gy2B;Gy17B;47.612770144674, 18.353556331481;47.354805101314, 18.903312087371
Gy2B;Gy17J;47.612770144674, 18.353556331481;47.354584280523, 18.903248756673
Gy2B;Gy18B;47.612770144674, 18.353556331481;47.062438439262, 18.883476038175
Gy2B;Gy18J;47.612770144674, 18.353556331481;47.062224216813, 18.883576090608
Gy2B;Gy19B;47.612770144674, 18.353556331481;46.445983362048, 18.706391141658
Gy2B;Gy19J;47.612770144674, 18.353556331481;46.445546354166, 18.706516762083
Gy2B;Gy1B;47.612770144674, 18.353556331481;47.474802619374, 18.852435494437
Gy2B;Gy1J;47.612770144674, 18.353556331481;47.471964836026, 18.858080126141
Gy2B;Gy20B;47.612770144674, 18.353556331481;46.063865148399, 18.579774412582
Gy2B;Gy20J;47.612770144674, 18.353556331481;46.063700607621, 18.579535592077
Gy2B;Gy21B;47.612770144674, 18.353556331481;47.423027828361, 18.886551751725
Gy2B;Gy21J;47.612770144674, 18.353556331481;47.343748133722, 18.791711071512
Gy2B;Gy22B;47.612770144674, 18.353556331481;47.031256467729, 18.270258885827
Gy2B;Gy22J;47.612770144674, 18.353556331481;47.031397673561, 18.270531556193
Gy2B;Gy23B;47.612770144674, 18.353556331481;46.810132410668, 17.83695083105
Gy2B;Gy23J;47.612770144674, 18.353556331481;46.881273600414, 17.985593118956
Gy2B;Gy24B;47.612770144674, 18.353556331481;46.682081838166, 17.370049702348
Gy2B;Gy26B;47.612770144674, 18.353556331481;46.908495716101, 18.939777323335
Gy2B;Gy26J;47.612770144674, 18.353556331481;46.908565366842, 18.939424208168
Gy2B;Gy28B;47.612770144674, 18.353556331481;47.246161, 18.649078
Gy2B;Gy28J;47.612770144674, 18.353556331481;47.246194, 18.648449
Gy2B;Gy29B;47.612770144674, 18.353556331481;47.690797, 17.522883
Gy2B;Gy2B;47.612770144674, 18.353556331481;47.612770144674, 18.353556331481
Gy2B;Gy2J;47.612770144674, 18.353556331481;47.683114431378, 18.003415637292
Gy2B;Gy30B;47.612770144674, 18.353556331481;47.615748, 19.346989
Gy2B;Gy31B;47.612770144674, 18.353556331481;47.671580, 19.634506
Gy2B;Gy31J;47.612770144674, 18.353556331481;47.671580, 19.634506
Gy2B;Gy32B;47.612770144674, 18.353556331481;47.361165, 19.219698
Gy2B;Gy32J;47.612770144674, 18.353556331481;47.362003, 19.222118
Gy2B;Gy34B;47.612770144674, 18.353556331481;47.9170992883, 17.1225847247
Gy2B;Gy34J;47.612770144674, 18.353556331481;47.9105799674, 17.1336359154
Gy2B;Gy35J;47.612770144674, 18.353556331481;46.2154648690, 20.7062448209
Gy2B;Gy37B;47.612770144674, 18.353556331481;47.6932, 19.1723
Gy2B;Gy37J;47.612770144674, 18.353556331481;47.643, 19.1646
Gy2B;Gy3B;47.612770144674, 18.353556331481;47.684437713539, 17.835527389107
Gy2B;Gy3J;47.612770144674, 18.353556331481;47.6844259551, 17.83587320896
Gy2B;Gy4B;47.612770144674, 18.353556331481;47.878391089477, 17.202565947927
Gy2B;Gy6B;47.612770144674, 18.353556331481;47.602227193286, 19.283884218405
Gy2B;Gy6J;47.612770144674, 18.353556331481;47.593511108609, 19.210992980928
Gy2B;Gy7J;47.612770144674, 18.353556331481;47.732635548066, 19.949321966416
Gy2B;Gy8J;47.612770144674, 18.353556331481;47.861450724727, 21.043855642447
Gy2B;Gy9B;47.612770144674, 18.353556331481;47.902948731815, 21.569037024339
Gy2B;Gy9J;47.612770144674, 18.353556331481;47.899315872821, 21.548572633098
Gy2J;F1;47.683114431378, 18.003415637292;47.736861467104, 18.369289524965
